innovation,integrity,quality,respect,teamwork,document_length,Doc_ID
90.75600383840808,113.3716512120968,44.1489112925841,105.40086434153304,76.41352743454026,4586.0,1.F
22.31212000198049,4.8981731835594635,16.738072860160507,1.215742272686507,23.86665648742519,2233.0,2.F
13.12632090028493,3.9160150266976834,13.454656773608026,4.872061863470942,49.957233339585684,1794.0,3.F
26.965494208796688,5.927155353626497,16.39167070558978,5.261766161237215,16.053299323613125,1332.0,4.F
14.996330732229325,4.06526406062436,9.012325768668374,6.472509887127087,11.869531352363909,1373.0,5.F
15.488041184296556,28.146863589345717,33.02096366776585,12.152765400024265,34.12201055785057,2286.0,6.F
6.252403611405928,0.0,11.520862142116567,1.1510799444115158,10.26589740527298,1265.0,7.F
6.684839300917787,3.733693469903729,12.85995255112249,0.0,6.910088398968617,1036.0,8.F
37.833886601825824,4.06526406062436,25.131318460783937,15.78791732992098,20.895953043674282,1092.0,9.F
9.0602129629872,5.748155182473679,16.776598451928976,12.266217924321978,17.965093579621065,888.0,10.F
8.667432782935585,3.0405462893437836,7.455761217284239,11.395171434865713,1.1803592740353994,950.0,11.F
15.190426256261297,3.94020975528474,17.222384093836087,9.379555864954536,6.723912965820423,1511.0,14.F
24.644685712466025,0.0,8.06165978909064,0.27001790442110457,18.585348352161706,1830.0,15.F
12.965364440346686,9.98345293349427,5.922511688549455,6.316035267520401,11.603883772160673,1904.0,16.F
15.862223548949592,5.509642333105141,1.3627160619885101,8.918770406820702,3.8698897435897264,1147.0,17.F
13.391768670177818,9.795366865324127,2.051569872505087,0.0,2.88496719216893,1268.0,18.F
34.30964464378478,13.75952423621223,3.5425989466165024,18.14678918676953,18.528350655154338,1098.0,19.F
7.893066734524335,1.6753053374217253,8.204368297654394,0.15947692410993247,2.5697544581945957,1758.0,20.F
6.494742093884057,4.121815250312914,5.824862958437975,0.0,12.344524655756077,719.0,21.F
7.080482850689307,2.746410980300001,3.0727740004030646,1.7617856133292633,1.2213878459276142,954.0,22.F
25.725223300121662,7.918736826910825,7.284164806022489,6.253288592067928,12.044262882711891,1902.0,23.F
6.017731020492446,2.434410485773468,8.985753695322648,0.15947692410993247,11.93861821704502,1153.0,24.F
92.46626156794466,239.71891375602752,63.626513733051375,188.05492936969202,91.3084551378844,9088.0,25.F
4.273502973899332,16.021361603298498,4.793238290380929,5.172717025152204,12.329057695480344,1535.0,26.F
15.86922580155252,1.8618912930021374,9.165024948652118,5.870783131980317,9.746454628036467,2486.0,27.F
42.62862489457632,8.171697793435118,14.15428799036789,10.112079028283928,7.1948406794487365,2985.0,28.F
35.02495297301474,7.726646201680444,13.534238405735556,2.6160789909294366,10.608340539284564,2931.0,29.F
23.43229204872814,16.437205606357086,11.679345277017653,10.201627826030315,13.844182014710226,2849.0,30.F
